Sessions,Bounce Rate,Page Views,content_length,month,mobile,tablet,(direct),goog,nkedin,t.co,spain,united states
4.0,1.0,4.0,27307,8,0,0,1,0,0,0,0,0
6.0,1.0,7.0,3566,3,0,0,1,0,0,0,0,1
1.0,1.0,1.0,2519,8,1,0,0,1,0,0,0,0
0.0,0.0,1.0,884,2,0,0,0,0,0,1,0,0
1.0,0.0,2.0,4550,2,0,0,0,1,0,0,0,0
0.0,0.0,1.0,9842,6,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3862,5,0,0,0,1,0,0,0,0
2.0,1.0,2.0,6335,11,0,0,0,0,1,0,0,0
2.0,1.0,2.0,21233,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4885,2,1,0,0,0,0,0,1,0
1.0,1.0,1.0,6335,11,0,0,0,1,0,0,0,0
0.0,0.0,1.0,6335,11,1,0,0,1,0,0,0,0
0.0,0.0,1.0,5902,9,0,0,0,1,0,0,1,0
0.0,0.0,2.0,2508,3,0,0,0,0,0,0,1,0
0.0,0.0,1.0,4822,4,0,0,0,1,0,0,1,0
0.0,0.0,1.0,9307,5,0,0,0,0,0,0,0,0
0.0,0.0,2.0,6537,9,0,0,0,0,0,0,0,0
23.0,0.913,25.0,21233,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3799,11,1,0,0,1,0,0,0,0
2.0,1.0,2.0,15478,1,1,0,0,0,0,1,0,0
5.0,1.0,5.0,2508,3,0,0,0,1,0,0,0,0
2.0,1.0,2.0,3372,9,1,0,0,1,0,0,0,0
0.0,0.0,4.0,686,12,0,0,1,0,0,0,1,0
2.0,1.0,2.0,3046,1,0,0,0,0,0,0,1,0
0.0,0.0,1.0,6335,11,0,0,0,0,1,0,1,0
0.0,0.0,1.0,3511,4,1,0,0,1,0,0,0,0
2.0,1.0,3.0,3968,8,0,0,0,1,0,0,0,0
2.0,1.0,2.0,14374,5,0,0,0,1,0,0,0,0
9.0,0.8889,11.0,6335,11,1,0,0,0,1,0,0,0
1.0,1.0,1.0,11303,1,0,0,1,0,0,0,0,0
0.0,0.0,1.0,5943,3,0,0,0,1,0,0,0,0
19.0,0.9474,20.0,21233,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3799,11,1,0,0,1,0,0,0,0
8.0,1.0,8.0,5546,7,0,0,1,0,0,0,0,1
2.0,1.0,2.0,3744,1,0,0,0,1,0,0,0,0
2.0,1.0,2.0,6335,11,0,1,0,0,0,1,1,0
1.0,1.0,1.0,7954,10,1,0,0,1,0,0,1,0
3.0,0.6667000000000001,4.0,3903,10,0,0,0,1,0,0,0,0
4.0,0.25,4.0,5056,6,0,0,0,1,0,0,0,0
0.0,0.0,2.0,3046,1,0,0,0,0,1,0,0,0
6.0,0.8332999999999999,6.0,9243,4,0,0,0,1,0,0,0,0
2.0,1.0,4.0,1333,10,0,0,1,0,0,0,0,0
12.0,0.75,17.0,12373,7,1,0,0,1,0,0,0,0
6.0,0.6667000000000001,12.0,3566,3,1,0,0,1,0,0,1,0
1.0,0.0,2.0,7954,10,1,0,0,1,0,0,0,0
3.0,0.6667000000000001,4.0,3799,11,1,0,0,1,0,0,0,0
1.0,1.0,1.0,2761,2,1,0,1,0,0,0,0,0
1.0,1.0,1.0,4815,9,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2514,10,0,0,0,0,0,1,0,0
1.0,1.0,1.0,4463,2,1,0,0,0,1,0,0,0
2.0,0.5,4.0,16459,9,0,0,0,0,0,0,0,0
0.0,0.0,1.0,4169,12,0,0,0,0,0,1,0,0
3.0,1.0,3.0,3903,10,0,0,0,1,0,0,0,0
2.0,1.0,2.0,3919,7,0,0,0,1,0,0,0,0
3.0,1.0,4.0,3903,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,0,0,1,0,0,0,0,0
1.0,1.0,1.0,6537,9,1,0,0,0,0,1,0,0
2.0,1.0,2.0,27307,8,0,1,0,0,0,0,0,0
1.0,0.0,1.0,3046,1,0,1,0,1,0,0,0,0
1.0,1.0,1.0,12373,7,1,0,0,1,0,0,0,0
1.0,1.0,1.0,11303,1,0,0,0,1,0,0,0,0
4.0,0.75,4.0,3094,5,0,0,0,1,0,0,0,0
6.0,0.8332999999999999,8.0,7007,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,1333,10,0,0,0,1,0,0,0,0
4.0,1.0,4.0,9675,2,1,0,0,1,0,0,0,0
9.0,1.0,9.0,7954,10,0,0,0,1,0,0,1,0
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0
1.0,1.0,1.0,5581,5,0,0,1,0,0,0,0,0
8.0,0.875,9.0,3862,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4603,12,0,0,0,0,0,0,0,1
1.0,1.0,1.0,14374,5,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2338,3,1,0,0,0,1,0,0,1
8.0,1.0,9.0,9842,6,0,0,1,0,0,0,0,1
0.0,0.0,1.0,15966,6,0,0,0,0,1,0,0,0
2.0,1.0,2.0,6445,6,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3744,1,0,1,0,0,0,1,1,0
0.0,0.0,1.0,2967,10,0,0,0,0,0,0,1,0
0.0,0.0,1.0,2843,7,0,0,1,0,0,0,0,0
2.0,0.5,3.0,7954,10,0,0,1,0,0,0,1,0
6.0,1.0,6.0,3903,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2636,12,0,0,0,0,0,0,0,0
2.0,1.0,2.0,9190,4,0,0,0,1,0,0,0,0
1.0,1.0,1.0,5876,3,0,0,0,0,0,0,0,0
2.0,1.0,2.0,4550,2,1,0,1,0,0,0,1,0
7.0,0.7143,8.0,5056,6,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5234,10,0,0,0,1,0,0,0,0
7.0,0.0,8.0,2514,10,0,0,1,0,0,0,0,0
0.0,0.0,1.0,1333,10,0,0,0,0,0,0,1,0
3.0,1.0,3.0,3094,5,0,0,0,1,0,0,0,0
9.0,0.5556,211.0,2519,8,0,0,0,1,0,0,1,0
0.0,0.0,1.0,966,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,5546,7,1,0,0,0,0,0,0,0
2.0,0.5,3.0,3046,1,0,0,0,1,0,0,0,0
1.0,1.0,1.0,5902,9,0,0,1,0,0,0,0,0
0.0,0.0,1.0,3968,8,0,0,0,0,0,0,0,0
3.0,1.0,3.0,3094,5,0,0,0,1,0,0,0,0
5.0,0.8,7.0,2967,10,0,0,0,1,0,0,0,1
3.0,1.0,3.0,21233,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,12373,7,0,0,0,1,0,0,0,0
7.0,0.8571,8.0,3799,11,0,1,0,1,0,0,0,0
11.0,0.9091,22.0,3046,1,0,0,0,1,0,0,1,0
4.0,1.0,4.0,27307,8,0,1,1,0,0,0,1,0
1.0,1.0,1.0,3799,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4815,9,0,0,0,0,0,0,0,0
1.0,1.0,2.0,2508,3,0,0,1,0,0,0,0,0
0.0,0.0,1.0,15478,1,1,0,0,0,0,0,0,0
1.0,1.0,1.0,2508,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3779,6,0,0,0,1,0,0,0,0
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0
1.0,1.0,1.0,9447,3,0,0,0,0,0,0,1,0
1.0,1.0,1.0,9243,4,0,0,0,0,0,0,0,0
2.0,1.0,2.0,9842,6,1,0,1,0,0,0,0,0
6.0,1.0,6.0,27307,8,1,0,1,0,0,0,0,0
1.0,1.0,1.0,4658,12,0,1,1,0,0,0,0,0
2.0,1.0,2.0,3052,5,0,0,0,1,0,0,0,0
0.0,0.0,7.0,2519,8,0,1,0,1,0,0,1,0
1.0,1.0,1.0,3372,9,1,0,0,0,0,1,0,0
0.0,0.0,2.0,1333,10,0,1,0,1,0,0,1,0
3.0,1.0,3.0,27307,8,1,0,0,1,0,0,0,0
1.0,1.0,1.0,4377,12,1,0,0,1,0,0,0,0
0.0,0.0,1.0,10681,3,0,0,1,0,0,0,0,0
2.0,1.0,2.0,3903,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6445,6,1,0,1,0,0,0,1,0
65.0,0.8462000000000001,71.0,12373,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6532,11,0,0,0,1,0,0,0,0
6.0,0.6667000000000001,6.0,6335,11,0,0,0,0,0,0,0,0
0.0,0.0,1.0,11303,1,0,0,1,0,0,0,0,0
1.0,1.0,1.0,12373,7,1,0,1,0,0,0,0,0
9.0,0.8889,11.0,7393,9,1,0,0,1,0,0,0,1
0.0,0.0,1.0,10139,9,0,0,0,0,0,0,1,0
3.0,0.6667000000000001,4.0,3046,1,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3046,1,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4732,7,1,0,0,0,0,0,0,1
1.0,0.0,4.0,6335,11,1,0,0,1,0,0,0,0
13.0,0.9231,13.0,27307,8,0,0,0,0,0,0,0,1
1.0,1.0,1.0,4326,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2353,3,1,0,0,1,0,0,0,1
34.0,0.8529000000000001,38.0,12373,7,0,1,0,0,0,1,1,0
1.0,1.0,1.0,3477,1,0,0,0,0,0,0,0,0
35.0,0.8,49.0,10705,12,0,0,0,0,1,0,1,0
1.0,1.0,1.0,6445,6,1,0,0,0,0,1,0,0
2.0,1.0,2.0,5902,9,0,1,0,0,1,0,1,0
0.0,0.0,5.0,2519,8,0,0,0,1,0,0,0,0
10.0,0.9,12.0,2508,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2508,3,1,0,0,1,0,0,0,0
0.0,0.0,1.0,11303,1,0,0,0,1,0,0,0,0
3.0,0.6667000000000001,18.0,3968,8,0,0,0,1,0,0,1,0
1.0,1.0,1.0,12373,7,0,0,0,0,1,0,0,0
5.0,1.0,11.0,9307,5,0,0,0,0,0,1,1,0
10.0,0.9,11.0,6335,11,1,0,0,0,1,0,0,0
1.0,1.0,1.0,5234,10,1,0,0,1,0,0,0,0
0.0,0.0,1.0,6532,11,0,0,1,0,0,0,0,0
0.0,0.0,1.0,8320,1,0,0,0,0,0,1,1,0
2.0,0.5,3.0,6532,11,1,0,0,1,0,0,0,1
9.0,0.8889,15.0,3968,8,0,0,0,1,0,0,0,0
1.0,0.0,2.0,9243,4,0,0,0,0,0,0,0,0
1.0,1.0,1.0,2508,3,0,0,0,1,0,0,0,1
4.0,1.0,4.0,4658,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,1,0,0,0,0,0,1,0
1.0,1.0,2.0,4603,12,1,0,0,0,0,0,0,0
1.0,0.0,2.0,3799,11,0,0,1,0,0,0,0,0
1.0,1.0,1.0,4010,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6261,2,1,0,0,1,0,0,0,0
0.0,0.0,1.0,1813,4,0,0,1,0,0,0,0,0
0.0,0.0,2.0,15966,6,0,0,0,0,0,0,0,1
1.0,1.0,1.0,9842,6,0,0,0,0,0,0,0,0
1.0,1.0,1.0,21233,3,1,0,0,1,0,0,0,0
1.0,1.0,1.0,12373,7,0,0,0,0,1,0,0,0
8.0,1.0,8.0,4658,12,0,0,0,1,0,0,0,0
4.0,0.75,4.0,3566,3,0,0,0,0,0,1,0,0
3.0,1.0,3.0,14374,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,27307,8,0,0,1,0,0,0,0,0
6.0,1.0,6.0,7954,10,0,0,0,1,0,0,0,0
2.0,1.0,2.0,2761,2,0,0,0,0,0,0,0,0
4.0,1.0,4.0,3799,11,1,0,0,1,0,0,0,0
5.0,0.8,6.0,6335,11,0,0,0,1,0,0,1,0
2.0,1.0,2.0,3566,3,0,0,0,0,1,0,0,0
1.0,1.0,1.0,4463,2,1,0,1,0,0,0,0,0
0.0,0.0,1.0,3744,1,0,0,0,0,0,0,1,0
1.0,1.0,1.0,4822,4,1,0,1,0,0,0,0,0
1.0,0.0,1.0,11303,1,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9190,4,0,0,0,1,0,0,0,0
0.0,0.0,1.0,4885,2,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2519,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,10681,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,7589,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6981,3,0,1,0,0,0,1,1,0
0.0,0.0,1.0,2519,8,0,0,0,1,0,0,0,0
2.0,1.0,2.0,2514,10,0,0,1,0,0,0,0,0
1.0,1.0,1.0,2967,10,0,0,1,0,0,0,0,0
1.0,1.0,1.0,15478,1,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1813,4,0,0,0,0,0,0,1,0
0.0,0.0,3.0,5234,10,0,0,1,0,0,0,0,0
1.0,1.0,1.0,4936,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6532,11,1,0,0,1,0,0,0,0
3.0,0.6667000000000001,4.0,10705,12,1,0,1,0,0,0,0,0
3.0,0.6667000000000001,5.0,4010,10,0,0,0,1,0,0,0,0
2.0,1.0,2.0,3470,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3566,3,0,1,1,0,0,0,0,1
10.0,1.0,10.0,2338,3,0,0,0,1,0,0,0,1
0.0,0.0,1.0,10705,12,0,1,1,0,0,0,0,0
12.0,0.9167,12.0,3046,1,0,0,0,1,0,0,0,0
1.0,0.0,2.0,3903,10,0,0,0,1,0,0,0,0
1.0,0.0,1.0,2514,10,0,0,0,1,0,0,0,1
1.0,0.0,2.0,12373,7,1,0,0,1,0,0,0,0
1.0,0.0,1.0,3046,1,0,0,0,1,0,0,0,1
1.0,1.0,3.0,2514,10,0,0,0,1,0,0,0,0
3.0,0.6667000000000001,5.0,4658,12,0,0,0,0,0,0,1,0
0.0,0.0,3.0,3372,9,0,0,0,0,1,0,1,0
0.0,0.0,1.0,9447,3,0,0,0,0,1,0,0,0
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0
1.0,1.0,1.0,12373,7,0,0,1,0,0,0,0,0
0.0,0.0,2.0,3919,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1676,12,0,0,0,1,0,0,0,0
1.0,0.0,2.0,3968,8,1,0,0,0,1,0,0,0
0.0,0.0,1.0,3968,8,0,0,0,1,0,0,0,0
1.0,0.0,1.0,6981,3,0,0,1,0,0,0,0,0
6.0,1.0,6.0,3903,10,0,0,0,1,0,0,0,0
4.0,1.0,6.0,4463,2,1,0,0,1,0,0,1,0
1.0,1.0,1.0,2283,1,0,0,0,1,0,0,0,0
3.0,1.0,3.0,3799,11,0,0,0,1,0,0,0,0
3.0,1.0,3.0,12373,7,1,0,0,0,1,0,0,0
1.0,1.0,1.0,10575,3,0,0,1,0,0,0,0,0
3.0,1.0,3.0,6430,9,0,0,0,1,0,0,0,0
0.0,0.0,1.0,9447,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,9447,3,0,0,0,0,0,0,1,0
1.0,1.0,1.0,8320,1,0,0,0,0,0,0,0,0
4.0,1.0,4.0,3094,5,1,0,0,1,0,0,0,0
1.0,1.0,1.0,10681,3,1,0,0,0,0,0,1,0
2.0,1.0,2.0,1333,10,1,0,0,1,0,0,0,0
4.0,1.0,5.0,7589,8,0,0,0,1,0,0,0,0
1.0,1.0,2.0,3744,1,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5078,7,0,0,0,0,0,0,1,0
0.0,0.0,1.0,15966,6,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6532,11,1,0,0,0,0,0,0,0
0.0,0.0,2.0,15966,6,0,0,0,0,0,0,0,0
0.0,0.0,1.0,6335,11,0,0,0,0,0,1,0,0
1.0,0.0,4.0,2514,10,1,0,0,0,1,0,0,0
0.0,0.0,1.0,4603,12,0,0,1,0,0,0,0,0
50.0,0.72,65.0,11303,1,0,0,1,0,0,0,1,0
2.0,0.5,3.0,10575,3,1,0,1,0,0,0,0,0
2.0,1.0,2.0,27307,8,1,0,0,0,0,0,0,1
1.0,0.0,2.0,12373,7,1,0,0,0,0,0,1,0
0.0,0.0,3.0,6532,11,0,0,0,0,0,0,1,0
1.0,1.0,1.0,4732,7,0,0,0,1,0,0,0,0
0.0,0.0,1.0,5902,9,0,0,0,0,0,0,0,0
8.0,1.0,8.0,3903,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4169,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3744,1,1,0,0,0,0,1,0,0
0.0,0.0,1.0,5546,7,0,0,0,1,0,0,0,0
2.0,1.0,3.0,3566,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,12373,7,0,0,0,0,0,1,0,0
9.0,0.8889,9.0,10575,3,1,0,1,0,0,0,1,0
4.0,0.75,5.0,12373,7,0,1,0,0,1,0,1,0
0.0,0.0,1.0,12373,7,0,0,0,0,0,0,0,0
1.0,1.0,1.0,11303,1,0,0,0,1,0,0,0,0
2.0,1.0,2.0,7954,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4550,2,0,0,0,0,0,0,0,0
1.0,1.0,3.0,9243,4,1,0,0,1,0,0,1,0
5.0,0.6,7.0,9675,2,0,0,0,0,0,0,0,0
6.0,0.8332999999999999,9.0,6335,11,0,0,0,1,0,0,0,0
2.0,1.0,2.0,5902,9,0,0,1,0,0,0,0,0
0.0,0.0,1.0,3968,8,0,0,0,0,0,0,1,0
1.0,1.0,1.0,4872,5,0,0,0,0,0,0,0,0
0.0,0.0,1.0,4885,2,0,0,0,0,0,0,1,0
0.0,0.0,3.0,10375,3,1,0,1,0,0,0,0,1
1.0,1.0,1.0,4936,11,0,0,0,1,0,0,0,0
1.0,0.0,2.0,4326,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3566,3,0,0,0,0,0,0,1,0
0.0,0.0,2.0,5943,3,0,0,0,1,0,0,0,0
1.0,1.0,1.0,3372,9,1,0,0,1,0,0,0,0
1.0,1.0,1.0,21233,3,0,0,0,0,0,0,0,0
0.0,0.0,1.0,4822,4,0,0,0,0,0,0,1,0
4.0,0.75,4.0,12373,7,1,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,0,0,0,0,0,0,0,0
2.0,0.5,4.0,4936,11,0,0,0,1,0,0,0,0
1.0,0.0,2.0,4010,10,0,0,0,1,0,0,0,0
81.0,0.8395,96.0,5581,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,5581,5,0,0,0,0,1,0,0,1
5.0,1.0,5.0,427,11,1,0,0,0,1,0,0,0
0.0,0.0,1.0,5581,5,0,0,1,0,0,0,0,0
1.0,0.0,2.0,3094,5,1,0,0,0,0,0,0,0
1.0,0.0,1.0,3372,9,0,0,0,0,0,0,0,0
3.0,1.0,3.0,966,3,0,0,1,0,0,0,0,1
4.0,1.0,4.0,6335,11,1,0,0,0,1,0,0,0
3.0,1.0,4.0,4550,2,0,0,0,1,0,0,0,0
5.0,1.0,5.0,3799,11,1,0,0,1,0,0,0,0
2.0,1.0,3.0,9243,4,0,0,1,0,0,0,0,0
1.0,1.0,7.0,2761,2,0,0,0,0,0,0,1,0
0.0,0.0,2.0,2519,8,1,0,0,0,0,0,1,0
1.0,1.0,1.0,4377,12,1,0,0,1,0,0,0,0
0.0,0.0,1.0,4603,12,0,0,0,1,0,0,0,0
15.0,0.8667,16.0,27307,8,0,0,0,0,0,0,0,0
0.0,0.0,1.0,10575,3,1,0,0,1,0,0,0,0
62.0,0.8226,77.0,6335,11,1,0,0,0,1,0,1,0
2.0,1.0,2.0,12373,7,1,0,1,0,0,0,0,0
0.0,0.0,2.0,2519,8,0,1,0,0,0,0,0,0
0.0,0.0,1.0,1333,10,0,0,0,0,0,0,1,0
1.0,1.0,1.0,4658,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6335,11,0,0,0,1,0,0,1,0
6.0,1.0,7.0,3744,1,0,0,0,1,0,0,0,0
2.0,1.0,2.0,5902,9,1,0,0,0,0,1,0,0
1.0,1.0,1.0,884,2,0,0,0,1,0,0,0,0
1.0,0.0,2.0,9842,6,0,1,1,0,0,0,0,1
1.0,0.0,6.0,5902,9,1,0,0,1,0,0,1,0
1.0,1.0,1.0,4658,12,0,0,0,1,0,0,0,0
2.0,1.0,2.0,3919,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,5546,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,10139,9,0,0,1,0,0,0,0,0
1.0,0.0,1.0,7589,8,0,0,0,0,0,0,0,0
2.0,1.0,2.0,6532,11,1,0,1,0,0,0,0,0
0.0,0.0,1.0,4550,2,0,0,0,1,0,0,0,1
9.0,0.6667000000000001,11.0,3566,3,0,0,0,0,1,0,1,0
1.0,1.0,1.0,3779,6,1,0,0,1,0,0,0,0
1.0,1.0,1.0,11303,1,0,0,0,0,0,0,0,0
3.0,0.3333,4.0,3779,6,1,0,0,0,0,1,0,0
2.0,1.0,2.0,3094,5,0,0,0,0,0,0,0,0
2.0,1.0,2.0,4603,12,0,0,0,1,0,0,0,0
1.0,1.0,1.0,2338,3,0,0,0,1,0,0,0,0
11.0,1.0,11.0,3862,5,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,0,0,0,1,0,0,0,0
28.0,0.9286,30.0,21233,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3154,12,0,0,1,0,0,0,0,0
0.0,0.0,1.0,10139,9,0,0,0,0,0,0,0,1
1.0,1.0,1.0,3799,11,0,0,0,1,0,0,0,0
1.0,1.0,1.0,9243,4,0,0,0,1,0,0,1,0
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,1
3.0,1.0,3.0,4658,12,0,0,0,0,0,0,1,0
0.0,0.0,4.0,5234,10,0,0,0,1,0,0,0,0
0.0,0.0,1.0,27307,8,0,1,0,1,0,0,0,0
27.0,0.8889,30.0,12373,7,1,0,0,1,0,0,0,0
3.0,1.0,3.0,10139,9,0,0,1,0,0,0,0,0
1.0,1.0,1.0,3903,10,1,0,1,0,0,0,0,0
1.0,0.0,1.0,6981,3,0,0,0,0,0,1,0,0
4.0,0.75,5.0,6532,11,0,1,1,0,0,0,1,0
1.0,0.0,3.0,3779,6,0,0,0,0,0,0,0,0
1.0,1.0,1.0,6445,6,1,0,0,1,0,0,0,0
2.0,1.0,2.0,9243,4,0,0,0,1,0,0,0,0
1.0,1.0,2.0,3566,3,0,0,1,0,0,0,0,0
3.0,1.0,3.0,6335,11,1,0,0,0,1,0,0,0
1.0,1.0,1.0,3799,11,1,0,1,0,0,0,0,0
1.0,1.0,1.0,8560,11,1,0,0,1,0,0,0,0
0.0,0.0,1.0,686,12,1,0,0,1,0,0,1,0
1.0,1.0,1.0,9243,4,1,0,1,0,0,0,0,0
1.0,1.0,3.0,4377,12,0,0,0,1,0,0,0,0
3.0,0.6667000000000001,4.0,4815,9,0,0,0,1,0,0,0,0
5.0,1.0,5.0,3903,10,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6261,2,1,0,0,0,0,0,0,0
6.0,0.8332999999999999,10.0,6430,9,0,0,0,1,0,0,1,0
0.0,0.0,1.0,4822,4,1,0,0,1,0,0,0,0
1.0,1.0,1.0,12373,7,1,0,0,1,0,0,0,0
1.0,1.0,1.0,2967,10,1,0,1,0,0,0,0,0
2.0,1.0,2.0,9307,5,0,1,1,0,0,0,1,0
15.0,0.8,15.0,9243,4,0,0,0,1,0,0,0,0
2.0,0.5,2.0,7589,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,4169,12,1,0,1,0,0,0,1,0
14.0,0.9286,15.0,21233,3,0,0,0,1,0,0,0,0
1.0,0.0,4.0,1291,9,0,0,0,0,1,0,0,0
1.0,1.0,1.0,4603,12,1,0,0,0,1,0,0,0
12.0,0.8332999999999999,16.0,27307,8,0,0,0,1,0,0,0,0
1.0,1.0,1.0,6335,11,1,0,0,0,0,0,0,0
0.0,0.0,1.0,4936,11,0,1,0,1,0,0,0,0
1.0,0.0,2.0,6430,9,0,1,0,1,0,0,0,0
1.0,1.0,1.0,3779,6,1,0,1,0,0,0,1,0
1.0,1.0,1.0,2514,10,0,0,1,0,0,0,0,0
2.0,1.0,2.0,7007,12,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2519,8,1,0,0,0,0,0,0,1
2.0,1.0,2.0,3799,11,0,0,0,1,0,0,0,0
3.0,1.0,3.0,27307,8,0,0,0,0,0,0,0,0
1.0,1.0,1.0,9307,5,1,0,0,0,1,0,1,0
1.0,1.0,1.0,4732,7,0,0,0,1,0,0,0,0
4.0,1.0,5.0,4936,11,0,0,0,1,0,0,0,0
4.0,1.0,5.0,3744,1,0,1,0,1,0,0,1,0
1.0,0.0,1.0,9842,6,1,0,0,0,0,0,0,0
0.0,0.0,1.0,4885,2,0,0,0,0,0,0,0,0
21.0,0.5714,32.0,1183,6,1,0,1,0,0,0,1,0
0.0,0.0,1.0,6335,11,0,0,0,1,0,0,0,0
6.0,0.6667000000000001,13.0,2761,2,0,0,1,0,0,0,1,0
0.0,0.0,1.0,1183,6,0,0,0,0,1,0,0,0
1.0,1.0,1.0,4815,9,0,1,0,1,0,0,0,0
5.0,0.8,6.0,6532,11,0,1,0,0,0,1,1,0
1.0,1.0,2.0,6532,11,1,0,0,0,0,0,1,0
1.0,1.0,2.0,3046,1,0,0,1,0,0,0,0,0
6.0,1.0,7.0,3811,7,1,0,1,0,0,0,0,0
0.0,0.0,1.0,1813,4,1,0,0,1,0,0,0,0
1.0,1.0,1.0,6335,11,1,0,0,0,0,0,1,0
3.0,1.0,3.0,7007,12,0,0,0,1,0,0,1,0
1.0,1.0,1.0,27307,8,0,0,0,0,0,0,0,0
6.0,0.3333,9.0,6995,9,0,1,0,1,0,0,1,0
0.0,0.0,1.0,427,11,0,0,0,1,0,0,0,0
0.0,0.0,1.0,1813,4,1,0,0,1,0,0,0,0
0.0,0.0,1.0,2514,10,1,0,0,1,0,0,0,0
6.0,0.3333,8.0,6261,2,0,0,0,1,0,0,0,0
0.0,0.0,1.0,3968,8,0,0,0,0,0,0,1,0
4.0,0.5,4.0,10139,9,0,0,0,0,0,0,0,0
2.0,1.0,2.0,12373,7,0,0,0,0,1,0,0,0
2.0,1.0,7.0,16459,9,0,0,0,1,0,0,0,1
3.0,1.0,3.0,3054,1,0,0,0,1,0,0,0,0
4.0,1.0,4.0,5902,9,1,0,0,0,1,0,0,0
1.0,1.0,1.0,4885,2,1,0,0,1,0,0,0,0
1.0,1.0,1.0,3477,1,1,0,0,0,0,0,0,0
1.0,0.0,1.0,12373,7,0,1,0,1,0,0,0,0
2.0,1.0,2.0,3811,7,0,0,0,1,0,0,0,0
0.0,0.0,2.0,2967,10,0,0,0,0,0,0,1,0
1.0,1.0,1.0,6261,2,0,1,1,0,0,0,0,0
2.0,1.0,2.0,3799,11,0,0,0,1,0,0,0,0
2.0,1.0,3.0,6335,11,1,0,0,0,0,0,0,0
0.0,0.0,3.0,3655,7,0,0,1,0,0,0,1,0
1.0,1.0,1.0,3052,5,1,0,0,1,0,0,0,0
0.0,0.0,1.0,3779,6,0,0,0,0,0,0,0,1
1.0,1.0,1.0,3811,7,0,0,1,0,0,0,0,1
1.0,1.0,1.0,12373,7,0,0,0,0,0,1,0,0
1.0,1.0,1.0,10681,3,0,0,0,1,0,0,0,0
0.0,0.0,1.0,6532,11,0,0,0,1,0,0,0,0
0.0,0.0,1.0,2519,8,0,0,0,0,0,1,0,0
1.0,0.0,1.0,5056,6,1,0,0,1,0,0,0,0
0.0,0.0,2.0,5546,7,0,0,0,1,0,0,0,0
1.0,1.0,1.0,27307,8,0,0,1,0,0,0,0,0
